group,subgroup,codepoints,status,emoji,name
People & Body,person-role,1F935 1F3FF 200D 2640,minimally-qualified,🤵🏿‍♀,E13.0 woman in tuxedo: dark skin tone
People & Body,person-role,1F470,fully-qualified,👰,E0.6 person with veil
People & Body,person-role,1F470 1F3FB,fully-qualified,👰🏻,E1.0 person with veil: light skin tone
People & Body,person-role,1F470 1F3FC,fully-qualified,👰🏼,E1.0 person with veil: medium-light skin tone
People & Body,person-role,1F470 1F3FD,fully-qualified,👰🏽,E1.0 person with veil: medium skin tone
People & Body,person-role,1F470 1F3FE,fully-qualified,👰🏾,E1.0 person with veil: medium-dark skin tone
People & Body,person-role,1F470 1F3FF,fully-qualified,👰🏿,E1.0 person with veil: dark skin tone
People & Body,person-role,1F470 200D 2642 FE0F,fully-qualified,👰‍♂️,E13.0 man with veil
People & Body,person-role,1F470 200D 2642,minimally-qualified,👰‍♂,E13.0 man with veil
People & Body,person-role,1F470 1F3FB 200D 2642 FE0F,fully-qualified,👰🏻‍♂️,E13.0 man with veil: light skin tone
People & Body,person-role,1F470 1F3FB 200D 2642,minimally-qualified,👰🏻‍♂,E13.0 man with veil: light skin tone
People & Body,person-role,1F470 1F3FC 200D 2642 FE0F,fully-qualified,👰🏼‍♂️,E13.0 man with veil: medium-light skin tone
People & Body,person-role,1F470 1F3FC 200D 2642,minimally-qualified,👰🏼‍♂,E13.0 man with veil: medium-light skin tone
People & Body,person-role,1F470 1F3FD 200D 2642 FE0F,fully-qualified,👰🏽‍♂️,E13.0 man with veil: medium skin tone
People & Body,person-role,1F470 1F3FD 200D 2642,minimally-qualified,👰🏽‍♂,E13.0 man with veil: medium skin tone
People & Body,person-role,1F470 1F3FE 200D 2642 FE0F,fully-qualified,👰🏾‍♂️,E13.0 man with veil: medium-dark skin tone
People & Body,person-role,1F470 1F3FE 200D 2642,minimally-qualified,👰🏾‍♂,E13.0 man with veil: medium-dark skin tone
People & Body,person-role,1F470 1F3FF 200D 2642 FE0F,fully-qualified,👰🏿‍♂️,E13.0 man with veil: dark skin tone
People & Body,person-role,1F470 1F3FF 200D 2642,minimally-qualified,👰🏿‍♂,E13.0 man with veil: dark skin tone
People & Body,person-role,1F470 200D 2640 FE0F,fully-qualified,👰‍♀️,E13.0 woman with veil
People & Body,person-role,1F470 200D 2640,minimally-qualified,👰‍♀,E13.0 woman with veil
People & Body,person-role,1F470 1F3FB 200D 2640 FE0F,fully-qualified,👰🏻‍♀️,E13.0 woman with veil: light skin tone
People & Body,person-role,1F470 1F3FB 200D 2640,minimally-qualified,👰🏻‍♀,E13.0 woman with veil: light skin tone
People & Body,person-role,1F470 1F3FC 200D 2640 FE0F,fully-qualified,👰🏼‍♀️,E13.0 woman with veil: medium-light skin tone
People & Body,person-role,1F470 1F3FC 200D 2640,minimally-qualified,👰🏼‍♀,E13.0 woman with veil: medium-light skin tone
People & Body,person-role,1F470 1F3FD 200D 2640 FE0F,fully-qualified,👰🏽‍♀️,E13.0 woman with veil: medium skin tone
People & Body,person-role,1F470 1F3FD 200D 2640,minimally-qualified,👰🏽‍♀,E13.0 woman with veil: medium skin tone
People & Body,person-role,1F470 1F3FE 200D 2640 FE0F,fully-qualified,👰🏾‍♀️,E13.0 woman with veil: medium-dark skin tone
People & Body,person-role,1F470 1F3FE 200D 2640,minimally-qualified,👰🏾‍♀,E13.0 woman with veil: medium-dark skin tone
People & Body,person-role,1F470 1F3FF 200D 2640 FE0F,fully-qualified,👰🏿‍♀️,E13.0 woman with veil: dark skin tone
People & Body,person-role,1F470 1F3FF 200D 2640,minimally-qualified,👰🏿‍♀,E13.0 woman with veil: dark skin tone
People & Body,person-role,1F930,fully-qualified,🤰,E3.0 pregnant woman
People & Body,person-role,1F930 1F3FB,fully-qualified,🤰🏻,E3.0 pregnant woman: light skin tone
People & Body,person-role,1F930 1F3FC,fully-qualified,🤰🏼,E3.0 pregnant woman: medium-light skin tone
People & Body,person-role,1F930 1F3FD,fully-qualified,🤰🏽,E3.0 pregnant woman: medium skin tone
People & Body,person-role,1F930 1F3FE,fully-qualified,🤰🏾,E3.0 pregnant woman: medium-dark skin tone
People & Body,person-role,1F930 1F3FF,fully-qualified,🤰🏿,E3.0 pregnant woman: dark skin tone
People & Body,person-role,1FAC3,fully-qualified,🫃,E14.0 pregnant man
People & Body,person-role,1FAC3 1F3FB,fully-qualified,🫃🏻,E14.0 pregnant man: light skin tone
People & Body,person-role,1FAC3 1F3FC,fully-qualified,🫃🏼,E14.0 pregnant man: medium-light skin tone
People & Body,person-role,1FAC3 1F3FD,fully-qualified,🫃🏽,E14.0 pregnant man: medium skin tone
People & Body,person-role,1FAC3 1F3FE,fully-qualified,🫃🏾,E14.0 pregnant man: medium-dark skin tone
People & Body,person-role,1FAC3 1F3FF,fully-qualified,🫃🏿,E14.0 pregnant man: dark skin tone
People & Body,person-role,1FAC4,fully-qualified,🫄,E14.0 pregnant person
People & Body,person-role,1FAC4 1F3FB,fully-qualified,🫄🏻,E14.0 pregnant person: light skin tone
People & Body,person-role,1FAC4 1F3FC,fully-qualified,🫄🏼,E14.0 pregnant person: medium-light skin tone
People & Body,person-role,1FAC4 1F3FD,fully-qualified,🫄🏽,E14.0 pregnant person: medium skin tone
People & Body,person-role,1FAC4 1F3FE,fully-qualified,🫄🏾,E14.0 pregnant person: medium-dark skin tone
People & Body,person-role,1FAC4 1F3FF,fully-qualified,🫄🏿,E14.0 pregnant person: dark skin tone
People & Body,person-role,1F931,fully-qualified,🤱,E5.0 breast-feeding
People & Body,person-role,1F931 1F3FB,fully-qualified,🤱🏻,E5.0 breast-feeding: light skin tone
People & Body,person-role,1F931 1F3FC,fully-qualified,🤱🏼,E5.0 breast-feeding: medium-light skin tone
People & Body,person-role,1F931 1F3FD,fully-qualified,🤱🏽,E5.0 breast-feeding: medium skin tone
People & Body,person-role,1F931 1F3FE,fully-qualified,🤱🏾,E5.0 breast-feeding: medium-dark skin tone
People & Body,person-role,1F931 1F3FF,fully-qualified,🤱🏿,E5.0 breast-feeding: dark skin tone
People & Body,person-role,1F469 200D 1F37C,fully-qualified,👩‍🍼,E13.0 woman feeding baby
People & Body,person-role,1F469 1F3FB 200D 1F37C,fully-qualified,👩🏻‍🍼,E13.0 woman feeding baby: light skin tone
People & Body,person-role,1F469 1F3FC 200D 1F37C,fully-qualified,👩🏼‍🍼,E13.0 woman feeding baby: medium-light skin tone
People & Body,person-role,1F469 1F3FD 200D 1F37C,fully-qualified,👩🏽‍🍼,E13.0 woman feeding baby: medium skin tone
People & Body,person-role,1F469 1F3FE 200D 1F37C,fully-qualified,👩🏾‍🍼,E13.0 woman feeding baby: medium-dark skin tone
People & Body,person-role,1F469 1F3FF 200D 1F37C,fully-qualified,👩🏿‍🍼,E13.0 woman feeding baby: dark skin tone
People & Body,person-role,1F468 200D 1F37C,fully-qualified,👨‍🍼,E13.0 man feeding baby
People & Body,person-role,1F468 1F3FB 200D 1F37C,fully-qualified,👨🏻‍🍼,E13.0 man feeding baby: light skin tone
People & Body,person-role,1F468 1F3FC 200D 1F37C,fully-qualified,👨🏼‍🍼,E13.0 man feeding baby: medium-light skin tone
People & Body,person-role,1F468 1F3FD 200D 1F37C,fully-qualified,👨🏽‍🍼,E13.0 man feeding baby: medium skin tone
People & Body,person-role,1F468 1F3FE 200D 1F37C,fully-qualified,👨🏾‍🍼,E13.0 man feeding baby: medium-dark skin tone
People & Body,person-role,1F468 1F3FF 200D 1F37C,fully-qualified,👨🏿‍🍼,E13.0 man feeding baby: dark skin tone
People & Body,person-role,1F9D1 200D 1F37C,fully-qualified,🧑‍🍼,E13.0 person feeding baby
People & Body,person-role,1F9D1 1F3FB 200D 1F37C,fully-qualified,🧑🏻‍🍼,E13.0 person feeding baby: light skin tone
People & Body,person-role,1F9D1 1F3FC 200D 1F37C,fully-qualified,🧑🏼‍🍼,E13.0 person feeding baby: medium-light skin tone
People & Body,person-role,1F9D1 1F3FD 200D 1F37C,fully-qualified,🧑🏽‍🍼,E13.0 person feeding baby: medium skin tone
People & Body,person-role,1F9D1 1F3FE 200D 1F37C,fully-qualified,🧑🏾‍🍼,E13.0 person feeding baby: medium-dark skin tone
People & Body,person-role,1F9D1 1F3FF 200D 1F37C,fully-qualified,🧑🏿‍🍼,E13.0 person feeding baby: dark skin tone
People & Body,person-fantasy,1F47C,fully-qualified,👼,E0.6 baby angel
People & Body,person-fantasy,1F47C 1F3FB,fully-qualified,👼🏻,E1.0 baby angel: light skin tone
People & Body,person-fantasy,1F47C 1F3FC,fully-qualified,👼🏼,E1.0 baby angel: medium-light skin tone
People & Body,person-fantasy,1F47C 1F3FD,fully-qualified,👼🏽,E1.0 baby angel: medium skin tone
People & Body,person-fantasy,1F47C 1F3FE,fully-qualified,👼🏾,E1.0 baby angel: medium-dark skin tone
People & Body,person-fantasy,1F47C 1F3FF,fully-qualified,👼🏿,E1.0 baby angel: dark skin tone
People & Body,person-fantasy,1F385,fully-qualified,🎅,E0.6 Santa Claus
People & Body,person-fantasy,1F385 1F3FB,fully-qualified,🎅🏻,E1.0 Santa Claus: light skin tone
People & Body,person-fantasy,1F385 1F3FC,fully-qualified,🎅🏼,E1.0 Santa Claus: medium-light skin tone
People & Body,person-fantasy,1F385 1F3FD,fully-qualified,🎅🏽,E1.0 Santa Claus: medium skin tone
People & Body,person-fantasy,1F385 1F3FE,fully-qualified,🎅🏾,E1.0 Santa Claus: medium-dark skin tone
People & Body,person-fantasy,1F385 1F3FF,fully-qualified,🎅🏿,E1.0 Santa Claus: dark skin tone
People & Body,person-fantasy,1F936,fully-qualified,🤶,E3.0 Mrs. Claus
People & Body,person-fantasy,1F936 1F3FB,fully-qualified,🤶🏻,E3.0 Mrs. Claus: light skin tone
People & Body,person-fantasy,1F936 1F3FC,fully-qualified,🤶🏼,E3.0 Mrs. Claus: medium-light skin tone
People & Body,person-fantasy,1F936 1F3FD,fully-qualified,🤶🏽,E3.0 Mrs. Claus: medium skin tone
People & Body,person-fantasy,1F936 1F3FE,fully-qualified,🤶🏾,E3.0 Mrs. Claus: medium-dark skin tone
People & Body,person-fantasy,1F936 1F3FF,fully-qualified,🤶🏿,E3.0 Mrs. Claus: dark skin tone
People & Body,person-fantasy,1F9D1 200D 1F384,fully-qualified,🧑‍🎄,E13.0 mx claus
People & Body,person-fantasy,1F9D1 1F3FB 200D 1F384,fully-qualified,🧑🏻‍🎄,E13.0 mx claus: light skin tone
People & Body,person-fantasy,1F9D1 1F3FC 200D 1F384,fully-qualified,🧑🏼‍🎄,E13.0 mx claus: medium-light skin tone
People & Body,person-fantasy,1F9D1 1F3FD 200D 1F384,fully-qualified,🧑🏽‍🎄,E13.0 mx claus: medium skin tone
People & Body,person-fantasy,1F9D1 1F3FE 200D 1F384,fully-qualified,🧑🏾‍🎄,E13.0 mx claus: medium-dark skin tone
People & Body,person-fantasy,1F9D1 1F3FF 200D 1F384,fully-qualified,🧑🏿‍🎄,E13.0 mx claus: dark skin tone
People & Body,person-fantasy,1F9B8,fully-qualified,🦸,E11.0 superhero
People & Body,person-fantasy,1F9B8 1F3FB,fully-qualified,🦸🏻,E11.0 superhero: light skin tone
People & Body,person-fantasy,1F9B8 1F3FC,fully-qualified,🦸🏼,E11.0 superhero: medium-light skin tone
People & Body,person-fantasy,1F9B8 1F3FD,fully-qualified,🦸🏽,E11.0 superhero: medium skin tone
People & Body,person-fantasy,1F9B8 1F3FE,fully-qualified,🦸🏾,E11.0 superhero: medium-dark skin tone
People & Body,person-fantasy,1F9B8 1F3FF,fully-qualified,🦸🏿,E11.0 superhero: dark skin tone
People & Body,person-fantasy,1F9B8 200D 2642 FE0F,fully-qualified,🦸‍♂️,E11.0 man superhero
People & Body,person-fantasy,1F9B8 200D 2642,minimally-qualified,🦸‍♂,E11.0 man superhero
People & Body,person-fantasy,1F9B8 1F3FB 200D 2642 FE0F,fully-qualified,🦸🏻‍♂️,E11.0 man superhero: light skin tone
People & Body,person-fantasy,1F9B8 1F3FB 200D 2642,minimally-qualified,🦸🏻‍♂,E11.0 man superhero: light skin tone
People & Body,person-fantasy,1F9B8 1F3FC 200D 2642 FE0F,fully-qualified,🦸🏼‍♂️,E11.0 man superhero: medium-light skin tone
People & Body,person-fantasy,1F9B8 1F3FC 200D 2642,minimally-qualified,🦸🏼‍♂,E11.0 man superhero: medium-light skin tone
People & Body,person-fantasy,1F9B8 1F3FD 200D 2642 FE0F,fully-qualified,🦸🏽‍♂️,E11.0 man superhero: medium skin tone
People & Body,person-fantasy,1F9B8 1F3FD 200D 2642,minimally-qualified,🦸🏽‍♂,E11.0 man superhero: medium skin tone
People & Body,person-fantasy,1F9B8 1F3FE 200D 2642 FE0F,fully-qualified,🦸🏾‍♂️,E11.0 man superhero: medium-dark skin tone
People & Body,person-fantasy,1F9B8 1F3FE 200D 2642,minimally-qualified,🦸🏾‍♂,E11.0 man superhero: medium-dark skin tone
People & Body,person-fantasy,1F9B8 1F3FF 200D 2642 FE0F,fully-qualified,🦸🏿‍♂️,E11.0 man superhero: dark skin tone
People & Body,person-fantasy,1F9B8 1F3FF 200D 2642,minimally-qualified,🦸🏿‍♂,E11.0 man superhero: dark skin tone
People & Body,person-fantasy,1F9B8 200D 2640 FE0F,fully-qualified,🦸‍♀️,E11.0 woman superhero
People & Body,person-fantasy,1F9B8 200D 2640,minimally-qualified,🦸‍♀,E11.0 woman superhero
People & Body,person-fantasy,1F9B8 1F3FB 200D 2640 FE0F,fully-qualified,🦸🏻‍♀️,E11.0 woman superhero: light skin tone
People & Body,person-fantasy,1F9B8 1F3FB 200D 2640,minimally-qualified,🦸🏻‍♀,E11.0 woman superhero: light skin tone
People & Body,person-fantasy,1F9B8 1F3FC 200D 2640 FE0F,fully-qualified,🦸🏼‍♀️,E11.0 woman superhero: medium-light skin tone
People & Body,person-fantasy,1F9B8 1F3FC 200D 2640,minimally-qualified,🦸🏼‍♀,E11.0 woman superhero: medium-light skin tone
People & Body,person-fantasy,1F9B8 1F3FD 200D 2640 FE0F,fully-qualified,🦸🏽‍♀️,E11.0 woman superhero: medium skin tone
People & Body,person-fantasy,1F9B8 1F3FD 200D 2640,minimally-qualified,🦸🏽‍♀,E11.0 woman superhero: medium skin tone
People & Body,person-fantasy,1F9B8 1F3FE 200D 2640 FE0F,fully-qualified,🦸🏾‍♀️,E11.0 woman superhero: medium-dark skin tone
People & Body,person-fantasy,1F9B8 1F3FE 200D 2640,minimally-qualified,🦸🏾‍♀,E11.0 woman superhero: medium-dark skin tone
People & Body,person-fantasy,1F9B8 1F3FF 200D 2640 FE0F,fully-qualified,🦸🏿‍♀️,E11.0 woman superhero: dark skin tone
People & Body,person-fantasy,1F9B8 1F3FF 200D 2640,minimally-qualified,🦸🏿‍♀,E11.0 woman superhero: dark skin tone
People & Body,person-fantasy,1F9B9,fully-qualified,🦹,E11.0 supervillain
People & Body,person-fantasy,1F9B9 1F3FB,fully-qualified,🦹🏻,E11.0 supervillain: light skin tone
People & Body,person-fantasy,1F9B9 1F3FC,fully-qualified,🦹🏼,E11.0 supervillain: medium-light skin tone
People & Body,person-fantasy,1F9B9 1F3FD,fully-qualified,🦹🏽,E11.0 supervillain: medium skin tone
People & Body,person-fantasy,1F9B9 1F3FE,fully-qualified,🦹🏾,E11.0 supervillain: medium-dark skin tone
People & Body,person-fantasy,1F9B9 1F3FF,fully-qualified,🦹🏿,E11.0 supervillain: dark skin tone
People & Body,person-fantasy,1F9B9 200D 2642 FE0F,fully-qualified,🦹‍♂️,E11.0 man supervillain
People & Body,person-fantasy,1F9B9 200D 2642,minimally-qualified,🦹‍♂,E11.0 man supervillain
People & Body,person-fantasy,1F9B9 1F3FB 200D 2642 FE0F,fully-qualified,🦹🏻‍♂️,E11.0 man supervillain: light skin tone
People & Body,person-fantasy,1F9B9 1F3FB 200D 2642,minimally-qualified,🦹🏻‍♂,E11.0 man supervillain: light skin tone
People & Body,person-fantasy,1F9B9 1F3FC 200D 2642 FE0F,fully-qualified,🦹🏼‍♂️,E11.0 man supervillain: medium-light skin tone
People & Body,person-fantasy,1F9B9 1F3FC 200D 2642,minimally-qualified,🦹🏼‍♂,E11.0 man supervillain: medium-light skin tone
People & Body,person-fantasy,1F9B9 1F3FD 200D 2642 FE0F,fully-qualified,🦹🏽‍♂️,E11.0 man supervillain: medium skin tone
People & Body,person-fantasy,1F9B9 1F3FD 200D 2642,minimally-qualified,🦹🏽‍♂,E11.0 man supervillain: medium skin tone
People & Body,person-fantasy,1F9B9 1F3FE 200D 2642 FE0F,fully-qualified,🦹🏾‍♂️,E11.0 man supervillain: medium-dark skin tone
People & Body,person-fantasy,1F9B9 1F3FE 200D 2642,minimally-qualified,🦹🏾‍♂,E11.0 man supervillain: medium-dark skin tone
People & Body,person-fantasy,1F9B9 1F3FF 200D 2642 FE0F,fully-qualified,🦹🏿‍♂️,E11.0 man supervillain: dark skin tone
People & Body,person-fantasy,1F9B9 1F3FF 200D 2642,minimally-qualified,🦹🏿‍♂,E11.0 man supervillain: dark skin tone
People & Body,person-fantasy,1F9B9 200D 2640 FE0F,fully-qualified,🦹‍♀️,E11.0 woman supervillain
People & Body,person-fantasy,1F9B9 200D 2640,minimally-qualified,🦹‍♀,E11.0 woman supervillain
People & Body,person-fantasy,1F9B9 1F3FB 200D 2640 FE0F,fully-qualified,🦹🏻‍♀️,E11.0 woman supervillain: light skin tone
People & Body,person-fantasy,1F9B9 1F3FB 200D 2640,minimally-qualified,🦹🏻‍♀,E11.0 woman supervillain: light skin tone
People & Body,person-fantasy,1F9B9 1F3FC 200D 2640 FE0F,fully-qualified,🦹🏼‍♀️,E11.0 woman supervillain: medium-light skin tone
People & Body,person-fantasy,1F9B9 1F3FC 200D 2640,minimally-qualified,🦹🏼‍♀,E11.0 woman supervillain: medium-light skin tone
People & Body,person-fantasy,1F9B9 1F3FD 200D 2640 FE0F,fully-qualified,🦹🏽‍♀️,E11.0 woman supervillain: medium skin tone
People & Body,person-fantasy,1F9B9 1F3FD 200D 2640,minimally-qualified,🦹🏽‍♀,E11.0 woman supervillain: medium skin tone
People & Body,person-fantasy,1F9B9 1F3FE 200D 2640 FE0F,fully-qualified,🦹🏾‍♀️,E11.0 woman supervillain: medium-dark skin tone
People & Body,person-fantasy,1F9B9 1F3FE 200D 2640,minimally-qualified,🦹🏾‍♀,E11.0 woman supervillain: medium-dark skin tone
